,Date,avg_tem,avg_hum,max_tem,min_tem,max_hum,min_hum,max_hea,Month,Day,Year
2047,4/2/2015,28.9,77,35.2,21.3,90,56,35.2,4,2,2015
2048,4/3/2015,26,76,37.9,16.2,88,32,37.9,4,3,2015
2049,4/4/2015,36.5,39,55.1,14.6,86,9,55.1,4,4,2015
2050,4/5/2015,44.9,26,60.8,23.9,62,8,60.8,4,5,2015
2051,4/6/2015,52.9,13,62.7,41.1,21,6,62.7,4,6,2015
2052,4/7/2015,45.7,39,56.6,32.5,78,10,56.6,4,7,2015
2053,4/8/2015,40.7,58,48.9,34.4,86,25,48.9,4,8,2015
2054,4/9/2015,36.9,48,48,27.2,69,27,48,4,9,2015
2055,4/10/2015,36.3,56,54.6,19.2,86,16,54.6,4,10,2015
2056,4/11/2015,39.5,46,60.2,21.1,84,11,60.2,4,11,2015
2057,4/12/2015,45.7,22,55.2,30.9,47,10,55.2,4,12,2015
2058,4/13/2015,43.8,34,59.2,24.4,65,14,59.2,4,13,2015
2059,4/14/2015,46.3,37,66,23.8,74,8,66,4,14,2015
2060,4/15/2015,39.4,59,49.6,30.7,84,30,49.6,4,15,2015
2061,4/16/2015,31.4,87,33,29.1,94,74,33,4,16,2015
2062,4/17/2015,33.7,92,41.8,30.3,96,73,41.8,4,17,2015
2063,4/18/2015,32.6,79,44,23.2,91,48,44,4,18,2015
2064,4/19/2015,34.7,65,48.5,26.1,92,28,48.5,4,19,2015
2065,4/20/2015,35,64,47.2,24.2,86,27,47.2,4,20,2015
2066,4/21/2015,40,58,58.5,23.9,89,21,58.5,4,21,2015
2067,4/22/2015,41.1,62,60.4,25.3,89,18,60.4,4,22,2015
2068,4/23/2015,48.3,44,61,38.3,79,14,61,4,23,2015
2069,4/24/2015,44.1,51,54.5,35.8,84,29,54.5,4,24,2015
2070,4/25/2015,45.5,52,56,38.2,88,26,56,4,25,2015
2071,4/26/2015,36.7,89,41.1,34.4,92,81,41.1,4,26,2015
2072,4/27/2015,36.4,84,42.7,32.8,92,69,42.7,4,27,2015
2073,4/28/2015,40.9,73,52,33.1,88,55,52,4,28,2015
2074,4/29/2015,49.7,50,69.8,27.3,92,14,75.8,4,29,2015
2075,4/30/2015,53.4,46,69.6,36.3,88,13,73.5,4,30,2015
2076,5/15/2015,45.1,51,49.1,41.5,64,41,49.1,5,15,2015
2077,5/16/2015,42.1,57,54.4,29,82,27,54.4,5,16,2015
2078,5/17/2015,46.3,53,59.5,35,83,24,59.5,5,17,2015
2079,5/18/2015,40.6,84,45.4,37.8,91,69,45.4,5,18,2015
2080,5/19/2015,35.7,91,40.5,32.5,93,87,40.5,5,19,2015
2081,5/20/2015,35.5,88,45.7,30.4,93,70,45.7,5,20,2015
2082,5/21/2015,42.6,79,55.1,34.4,93,56,55.1,5,21,2015
2083,5/22/2015,43.2,85,51.3,40.3,92,67,51.3,5,22,2015
2084,5/23/2015,42.9,80,52.8,36.2,92,55,52.8,5,23,2015
2085,5/24/2015,41.7,72,53.5,28.4,93,35,53.5,5,24,2015
2086,5/25/2015,44.1,71,61,31.3,92,24,61,5,25,2015
2087,5/26/2015,47.8,66,60.6,33.8,96,32,60.6,5,26,2015
2088,5/27/2015,53.2,52,66.4,39.3,80,27,66.4,5,27,2015
2089,5/28/2015,51.8,51,64.5,41.5,75,27,64.5,5,28,2015
2090,5/29/2015,47.9,62,55.4,41.1,89,35,55.4,5,29,2015
2091,5/30/2015,51,66,63.2,34.9,91,38,63.2,5,30,2015
2092,5/31/2015,59.8,49,78.8,41.2,89,15,77.6,5,31,2015
2093,6/1/2015,59.4,48,77.2,42.3,80,20,77.3,6,1,2015
2094,6/2/2015,60.4,40,76.1,39.1,86,12,75.9,6,2,2015
2095,6/3/2015,55.6,57,69,38.5,89,30,77.5,6,3,2015
2096,6/4/2015,58.8,58,75.4,42.2,92,11,77.5,6,4,2015
2097,6/5/2015,53.8,73,63.2,40.6,89,53,63.2,6,5,2015
2098,6/6/2015,56.4,61,68.4,39.5,91,30,77.4,6,6,2015
2099,6/7/2015,55.7,56,67.6,41.1,86,24,67.6,6,7,2015
2100,6/8/2015,57.2,59,72.7,37.3,93,26,77.4,6,8,2015
2101,6/9/2015,61.1,51,79.6,40.8,89,13,78.6,6,9,2015
2102,6/10/2015,57.1,69,65.8,49.4,88,45,65.8,6,10,2015
2103,6/11/2015,53.3,80,64.7,47.4,92,48,64.7,6,11,2015
2104,6/12/2015,56.7,75,66.9,47.4,94,49,66.9,6,12,2015
2105,6/13/2015,56.6,64,78.3,41.2,94,21,78.3,6,13,2015
2106,6/14/2015,56.5,63,72.7,42.8,90,20,77.1,6,14,2015
2107,6/15/2015,53,81,64.2,43.6,93,58,64.2,6,15,2015
2108,6/16/2015,55.6,74,73,45.8,92,36,77.4,6,16,2015
2109,6/17/2015,59.8,67,76.8,42.6,93,26,77.9,6,17,2015
2110,6/18/2015,60.5,67,73.2,41.8,92,41,77.2,6,18,2015
2111,6/19/2015,67.3,45,84.7,44.6,92,12,81.6,6,19,2015
2112,6/20/2015,64.5,47,79.2,48.2,76,25,79.1,6,20,2015
2113,6/21/2015,67.4,40,86.1,44.3,85,10,82.7,6,21,2015
2114,6/22/2015,64.5,41,77.6,54.7,73,14,77.5,6,22,2015
2115,6/23/2015,65.5,55,85.5,43.3,92,12,82.2,6,23,2015
2116,6/24/2015,62.4,54,81.6,48.6,79,16,79.5,6,24,2015
2117,6/25/2015,68.7,42,78.8,50.4,80,22,78.8,6,25,2015
2118,6/26/2015,62.4,70,70.9,53.5,91,49,77.1,6,26,2015
2119,6/27/2015,62.8,57,79.4,42.6,92,23,78.7,6,27,2015
2120,6/28/2015,60.8,63,80.9,45.4,89,20,79.4,6,28,2015
2121,6/29/2015,63.4,58,76.5,46.2,90,33,77.8,6,29,2015
2122,6/30/2015,63.4,59,84.9,45.5,89,16,81.9,6,30,2015
2123,7/1/2015,62.5,69,77.2,51.4,88,34,78.3,7,1,2015
2124,7/2/2015,59.5,75,72.5,49.2,93,46,77.4,7,2,2015
2125,7/3/2015,60,74,72.8,45.2,94,45,77.1,7,3,2015
2126,7/4/2015,64.2,60,83,46.7,92,19,80.7,7,4,2015
2127,7/5/2015,61.6,71,79.3,48.3,92,28,78.9,7,5,2015
2128,7/6/2015,54.6,91,56.9,52,93,84,56.9,7,6,2015
2129,7/7/2015,54,88,59.3,50.4,93,72,59.3,7,7,2015
2130,7/8/2015,52,89,59.3,48.3,95,70,59.3,7,8,2015
2131,7/9/2015,55.7,77,69.3,46.7,95,38,77.5,7,9,2015
2132,7/10/2015,61.5,50,73.2,47.9,91,22,76.7,7,10,2015
2133,7/11/2015,63.5,45,76.8,46.4,81,4,77.5,7,11,2015
2134,7/12/2015,66.4,40,81.1,49.6,73,15,79.2,7,12,2015
2135,7/13/2015,65.3,49,77.7,53.8,88,27,78.2,7,13,2015
2136,7/14/2015,60.6,63,76.1,50.8,91,33,77.7,7,14,2015
2137,7/15/2015,61.1,57,74.2,22.6,95,28,77.5,7,15,2015
2138,7/16/2015,63.9,39,74.9,50.5,64,27,77.2,7,16,2015
2139,7/17/2015,67.6,33,78.3,53.2,61,16,77.5,7,17,2015
2140,7/18/2015,58.8,58,76.3,44.5,85,26,77.6,7,18,2015
2141,7/19/2015,59.1,59,70.8,44.2,89,38,77.5,7,19,2015
2142,7/20/2015,59.1,54,73.2,41.1,88,27,77.3,7,20,2015
2143,7/21/2015,59.4,69,68.4,51.1,90,40,77.5,7,21,2015
2144,7/22/2015,63.3,51,78.1,48.8,88,24,78.3,7,22,2015
2145,7/23/2015,65.6,43,80.6,42.6,87,16,78.9,7,23,2015
2146,7/24/2015,64.9,40,78.5,47,68,20,78.1,7,24,2015
2147,7/25/2015,71,32,80.9,62.7,41,16,79.4,7,25,2015
2148,7/26/2015,70.2,34,82,45.1,77,9,79.7,7,26,2015
2149,7/27/2015,74.7,28,83.6,47.4,84,16,80.9,7,27,2015
2150,7/28/2015,67.7,26,79.4,57.3,40,15,78.3,7,28,2015
2151,7/29/2015,61.1,49,75.8,41.1,77,28,77.5,7,29,2015
2152,7/30/2015,64.6,44,82,42.8,83,11,79.7,7,30,2015
2153,7/31/2015,67.9,43,78.5,46.8,83,27,78.5,7,31,2015
2154,8/1/2015,65.9,47,85.7,45.7,86,13,82.5,8,1,2015
2155,8/2/2015,67.7,43,78.8,46.6,80,21,78.2,8,2,2015
2156,8/3/2015,62.4,51,75.3,50.8,85,22,77.4,8,3,2015
2157,8/4/2015,62.5,47,78.5,46.1,92,20,77.8,8,4,2015
2158,8/5/2015,64.9,41,85.5,41.5,77,14,82.3,8,5,2015
2159,8/6/2015,67.4,26,82.8,51.7,55,8,80.2,8,6,2015
2160,8/7/2015,64.2,33,80.1,45.8,53,16,78.5,8,7,2015
2161,8/8/2015,64.4,39,79.4,48,72,18,78.1,8,8,2015
2162,8/9/2015,64.1,39,79.9,44.8,73,16,78.4,8,9,2015
2163,8/10/2015,61,53,78,42.6,80,20,77.5,8,10,2015
2164,8/11/2015,61.1,65,79.7,48.8,85,30,79.3,8,11,2015
2165,8/12/2015,67.1,48,84.5,49.6,84,24,82,8,12,2015
2166,8/13/2015,64.3,56,80.7,51.7,83,23,79.4,8,13,2015
2167,8/14/2015,65,58,82.2,46.8,91,24,80.5,8,14,2015
2168,8/15/2015,69.4,47,88.8,51,84,16,85.5,8,15,2015
2169,8/16/2015,62,69,76.5,49.5,93,30,77.8,8,16,2015
2170,8/17/2015,59.5,74,74.4,46,91,32,77.5,8,17,2015
2171,8/18/2015,52.5,66,69.6,41.1,90,21,77.2,8,18,2015
2172,8/19/2015,48.9,72,60.9,34.6,94,48,60.9,8,19,2015
2173,8/20/2015,58.1,48,79.6,37.9,90,14,78.2,8,20,2015
2174,8/21/2015,62,36,84.5,36.8,77,10,81.5,8,21,2015
2175,8/22/2015,64.2,37,82,47.4,67,12,79.7,8,22,2015
2176,8/23/2015,53.8,56,71.5,35.9,89,24,77.2,8,23,2015
2177,8/24/2015,61.5,41,85.9,38.3,77,10,82.6,8,24,2015
2178,8/25/2015,65,37,87.9,41.6,73,10,84.2,8,25,2015
2179,8/26/2015,64.1,41,84.3,46.8,66,15,81.4,8,26,2015
2180,8/27/2015,65.4,48,74.4,54.7,74,34,77.5,8,27,2015
2181,8/28/2015,62.1,47,72.5,48.6,72,26,77.4,8,28,2015
2182,8/29/2015,61.2,49,80.1,40.6,88,17,78.7,8,29,2015
2183,8/30/2015,66.5,37,86.3,42.5,76,13,82.9,8,30,2015
2184,8/31/2015,65.6,42,77,50.4,77,22,77.4,8,31,2015
2185,9/1/2015,62.6,41,81.8,46.1,80,15,79.6,9,1,2015
2186,9/2/2015,69.8,29,83.4,54,45,16,80.8,9,2,2015
2187,9/3/2015,59.8,54,75.4,48.2,87,25,77.4,9,3,2015
2188,9/4/2015,60.9,41,77.9,22.4,72,18,77.4,9,4,2015
2189,9/5/2015,68,30,75.3,60.4,45,21,77.2,9,5,2015
2190,9/6/2015,64.8,32,76.7,53.8,53,15,77,9,6,2015
2191,9/7/2015,57,50,68.6,44.8,75,30,76.9,9,7,2015
2192,9/8/2015,57.7,38,77.6,38.8,85,8,76.5,9,8,2015
2193,9/9/2015,60.2,22,81.8,37.2,49,9,79.4,9,9,2015
2194,9/10/2015,57.5,30,80.3,34.9,63,9,78.3,9,10,2015
2195,9/11/2015,53.3,60,69.8,35.2,87,31,77.3,9,11,2015
2196,9/12/2015,57.4,49,80.6,35.8,89,12,78.8,9,12,2015
2197,9/13/2015,58.2,32,81.8,35.2,73,7,79.5,9,13,2015
2198,9/14/2015,59.6,29,75.1,39.5,54,13,75.6,9,14,2015
2199,9/15/2015,62.9,38,70.9,54.8,62,25,76.5,9,15,2015
2200,9/16/2015,62.7,39,71.8,47.7,80,20,76.3,9,16,2015
2201,9/17/2015,58.4,45,65.8,44.3,73,29,65.8,9,17,2015
2202,9/18/2015,51.6,50,69.6,38,87,15,73.7,9,18,2015
2203,9/19/2015,51.4,45,74.7,28.1,88,12,75,9,19,2015
2204,9/20/2015,56.6,26,79,35.6,57,9,77.4,9,20,2015
2205,9/21/2015,61.6,21,80.3,38.9,41,10,78.4,9,21,2015
2206,9/22/2015,54.8,44,74.2,37.3,75,16,77.2,9,22,2015
2207,9/23/2015,57.7,55,81.2,39.9,89,12,79.1,9,23,2015
2208,9/24/2015,55.8,45,77.7,34.6,79,18,77.2,9,24,2015
2209,9/25/2015,55.9,45,75.7,35.3,79,20,76.4,9,25,2015
2210,9/26/2015,57.4,41,81.8,34.4,83,11,79.5,9,26,2015
2211,9/27/2015,58.6,36,80.7,37.5,65,14,78.8,9,27,2015
2212,9/28/2015,54.1,53,75.4,40.6,78,18,76.9,9,28,2015
2213,9/29/2015,55,72,69.7,45.2,92,32,77.5,9,29,2015
2214,9/30/2015,54.1,62,68.8,43.5,93,23,75.4,9,30,2015
2215,10/1/2015,54.3,57,73.9,41.9,80,24,77,10,1,2015
2216,10/2/2015,50.3,76,68.4,40.9,92,39,77.4,10,2,2015
2217,10/3/2015,47.8,75,65.5,38.9,91,18,65.5,10,3,2015
2218,10/4/2015,46.5,85,56.3,42.2,94,55,56.3,10,4,2015
2219,10/5/2015,51.5,60,68.4,33.2,92,22,74.9,10,5,2015
2220,10/6/2015,46.9,77,61.5,36.2,92,49,61.5,10,6,2015
2221,10/7/2015,48.3,71,67.4,32.5,95,28,67.4,10,7,2015
2222,10/8/2015,48.8,66,69.1,32.2,93,21,76.3,10,8,2015
2223,10/9/2015,51.9,61,65.2,35.9,93,30,65.2,10,9,2015
2224,10/10/2015,65.8,22,77.2,56.6,30,13,76.6,10,10,2015
2225,10/11/2015,65,23,74.2,59.6,35,14,75.8,10,11,2015
2226,10/12/2015,61.8,15,75.4,53.6,23,8,74.9,10,12,2015
2227,10/13/2015,63.1,16,78,53.1,22,9,76.6,10,13,2015
2228,10/14/2015,61.7,18,76.3,41.3,36,9,75.4,10,14,2015
2229,10/15/2015,46.6,45,60.4,34.3,65,31,60.4,10,15,2015
2230,10/16/2015,47.1,50,72.3,26.7,89,15,74.4,10,16,2015
2231,10/17/2015,48.4,44,69.8,28.8,78,14,73.8,10,17,2015
2232,10/18/2015,52.2,46,66.5,37.5,67,28,66.5,10,18,2015
2233,10/19/2015,46.7,60,62.1,35.3,81,34,62.1,10,19,2015
2234,10/20/2015,49.5,50,64,33.5,83,22,64,10,20,2015
2235,10/21/2015,40.4,88,44.1,38.5,91,83,44.1,10,21,2015
2236,10/22/2015,36.2,89,38.9,33.1,92,86,38.9,10,22,2015
2237,10/23/2015,42.5,61,52.6,30,93,32,52.6,10,23,2015
2238,10/24/2015,41.3,52,56.3,26.1,89,23,56.3,10,24,2015
2239,10/25/2015,46.1,45,63.1,26.4,85,15,63.1,10,25,2015
2240,10/26/2015,46.2,53,56.5,36.6,71,31,56.5,10,26,2015
2241,10/27/2015,39.4,56,45.7,33.7,85,38,45.7,10,27,2015
2242,10/28/2015,43.9,26,59.2,35.3,47,9,59.2,10,28,2015
2243,10/29/2015,37.9,52,53.5,28.1,76,24,53.5,10,29,2015
2244,10/30/2015,37.1,69,48.1,28.7,90,28,48.1,10,30,2015
2245,10/31/2015,44.9,42,51.3,37.3,52,34,51.3,10,31,2015
2246,11/1/2015,51.5,31,61.8,46,44,19,61.8,11,1,2015
2247,11/2/2015,50.2,33,64.7,27.8,72,15,64.7,11,2,2015
2248,11/3/2015,45.7,32,64,25.4,77,11,64,11,3,2015
2249,11/4/2015,35.2,69,49.2,25.4,90,40,49.2,11,4,2015
2250,11/5/2015,32.1,62,40.8,28.1,90,32,40.8,11,5,2015
2251,11/6/2015,30.5,44,39.2,23.9,69,27,39.2,11,6,2015
2252,11/7/2015,30.6,43,51.9,13.3,71,11,51.9,11,7,2015
2253,11/8/2015,35.9,41,63.9,16.4,74,6,63.9,11,8,2015
2254,11/9/2015,39.2,30,55.1,25.4,55,11,55.1,11,9,2015
2255,11/10/2015,43.5,39,54.2,29.8,89,16,54.2,11,10,2015
2256,11/11/2015,29,60,33.1,26.3,91,32,33.1,11,11,2015
2257,11/12/2015,31.1,44,40.2,23.3,67,30,40.2,11,12,2015
2258,11/13/2015,39.4,29,51.2,30.3,51,20,51.2,11,13,2015
2259,11/14/2015,41.3,34,60.1,21.6,69,13,60.1,11,14,2015
2260,11/15/2015,41.1,23,52.6,19.9,70,9,52.6,11,15,2015
2261,11/16/2015,35.1,53,45.7,27.9,88,13,45.7,11,16,2015
2262,11/17/2015,31,50,39.8,24.2,84,24,39.8,11,17,2015
2263,11/18/2015,33.4,43,38.9,29.1,61,27,38.9,11,18,2015
2264,11/19/2015,36,40,39.9,29.5,54,28,39.9,11,19,2015
2265,11/20/2015,31.9,55,39.9,18.8,89,22,39.9,11,20,2015
2266,11/21/2015,28.3,28,35.5,10,78,13,35.5,11,21,2015
2267,11/22/2015,41.6,19,51.1,32.1,27,14,51.1,11,22,2015
2268,11/23/2015,44.7,17,52.9,35.9,28,10,52.9,11,23,2015
2269,11/24/2015,42.8,24,50.2,24.8,56,10,50.2,11,24,2015
2270,11/25/2015,29.3,59,46,18.9,87,24,46,11,25,2015
2271,11/26/2015,13.3,80,19.2,5.2,86,74,19.2,11,26,2015
2272,11/27/2015,10.2,74,23,4.3,80,59,23,11,27,2015
2273,11/28/2015,15.9,75,26.8,2.2,84,62,26.8,11,28,2015
2274,11/29/2015,18.4,75,32.1,8.1,84,37,32.1,11,29,2015
2275,11/30/2015,15.1,55,21.8,2.8,82,35,21.8,11,30,2015
2276,12/1/2015,23.7,35,31,16.2,43,23,31,12,1,2015
2277,12/2/2015,34,25,39.1,29.3,35,18,39.1,12,2,2015
2278,12/3/2015,32.7,42,43.5,14.9,77,25,43.5,12,3,2015
2279,12/4/2015,39.6,29,54.1,13.5,78,14,54.1,12,4,2015
2280,12/5/2015,33,36,42.5,18.3,47,24,42.5,12,5,2015
2281,12/6/2015,34.5,21,51,14.3,51,5,51,12,6,2015
2282,12/7/2015,43.8,21,49.8,37,39,14,49.8,12,7,2015
2283,12/8/2015,42.2,42,48.1,34.4,82,27,48.1,12,8,2015
2284,12/9/2015,47.4,28,55.9,41.6,43,17,55.9,12,9,2015
2285,12/10/2015,43.4,28,48.5,36.3,40,22,48.5,12,10,2015
2286,12/11/2015,32.7,70,44.8,25.8,88,26,44.8,12,11,2015
2287,12/12/2015,23.5,82,26.7,16.4,87,75,26.7,12,12,2015
2288,12/13/2015,22.4,69,47,4.1,86,33,47,12,13,2015
2289,12/14/2015,32.6,53,43.6,21.8,84,32,43.6,12,14,2015
2290,12/15/2015,18.3,71,21.9,14.3,86,45,21.9,12,15,2015
2291,12/16/2015,17.5,43,23.2,10,54,32,23.2,12,16,2015
2292,12/17/2015,17.2,36,22.7,13.3,61,25,22.7,12,17,2015
2293,12/18/2015,32.4,45,42.9,22.2,51,33,42.9,12,18,2015
2294,12/19/2015,44.2,25,51.1,29.7,50,18,51.1,12,19,2015
2295,12/20/2015,36.4,39,45.2,28.4,73,15,45.2,12,20,2015
2296,12/21/2015,30.8,47,35.3,27.2,72,32,35.3,12,21,2015
2297,12/22/2015,30.9,69,36.9,20.3,89,52,36.9,12,22,2015
2298,12/23/2015,19.6,59,28.1,12,83,39,28.1,12,23,2015
2299,12/24/2015,15.3,44,20.4,8.4,61,32,20.4,12,24,2015
2300,12/25/2015,17.7,68,31.5,8.4,84,40,31.5,12,25,2015
2301,12/26/2015,8.7,69,19.9,-7,82,43,19.9,12,26,2015
2302,12/27/2015,3.4,64,33.1,-12.2,76,30,33.1,12,27,2015
2303,12/28/2015,13.1,50,36,-8.6,76,17,36,12,28,2015
2304,12/29/2015,10.9,62,29.8,-2,79,31,29.8,12,29,2015
2305,12/30/2015,12,57,25.3,0.7,79,33,25.3,12,30,2015
2306,12/31/2015,6.7,66,22.5,-5.4,79,40,22.5,12,31,2015
2307,1/1/2016,7.5,51,37.8,-12.2,75,11,37.8,1,1,2016
2308,1/2/2016,15.7,49,40.5,-4.8,76,15,40.5,1,2,2016
2309,1/3/2016,31,41,48.8,17.2,72,20,48.8,1,3,2016
2310,1/4/2016,25,57,48.6,11.6,81,19,48.6,1,4,2016
2311,1/5/2016,28.4,53,46,13.8,75,24,46,1,5,2016
2312,1/6/2016,32.1,48,42.5,20.4,71,27,42.5,1,6,2016
2313,1/7/2016,27.2,77,35.8,21.4,88,62,35.8,1,7,2016
2314,1/8/2016,19.5,83,26,7.9,88,76,26,1,8,2016
2315,1/9/2016,15.5,60,29.3,1.8,83,36,29.3,1,9,2016
2316,1/10/2016,22.7,32,29.7,18.1,43,22,29.7,1,10,2016
2317,1/11/2016,28.4,24,36,21.6,33,17,36,1,11,2016
2318,1/12/2016,32.5,23,40.3,27.8,41,14,40.3,1,12,2016
2319,1/13/2016,37.1,26,44.8,29.7,41,16,44.8,1,13,2016
2320,1/14/2016,29.8,37,36.3,23.6,60,18,36.3,1,14,2016
2321,1/15/2016,23,54,29.7,12.9,82,33,29.7,1,15,2016
2322,1/16/2016,20.7,48,31.4,6,75,28,31.4,1,16,2016
2323,1/17/2016,29.8,47,35.8,25.7,65,34,35.8,1,17,2016
2324,1/18/2016,35.2,42,43.3,29.4,55,29,43.3,1,18,2016
2325,1/19/2016,32.9,49,40.1,24.2,82,27,40.1,1,19,2016
2326,1/20/2016,30.5,42,37.8,24.5,60,30,37.8,1,20,2016
2327,1/21/2016,29.6,35,40.1,23.5,51,16,40.1,1,21,2016
2328,1/22/2016,41.3,36,53.8,23.8,61,21,53.8,1,22,2016
2329,1/23/2016,42.1,22,51,31.3,40,14,51,1,23,2016
2330,1/24/2016,32.8,41,42.2,21.4,81,23,42.2,1,24,2016
2331,1/25/2016,24.8,40,32.4,13.8,62,27,32.4,1,25,2016
2332,1/26/2016,27.5,31,37.9,13.5,64,20,37.9,1,26,2016
2333,1/27/2016,37.5,39,53.3,24.4,62,22,53.3,1,27,2016
2334,1/28/2016,41.1,35,50.2,33.3,45,25,50.2,1,28,2016
2335,1/29/2016,39.8,30,45.1,33.8,52,18,45.1,1,29,2016
2336,1/30/2016,38.4,60,47.3,25.8,89,35,47.3,1,30,2016
2337,1/31/2016,22.3,65,29.1,17.7,87,33,29.1,1,31,2016
2338,2/1/2016,18.1,82,22.4,14.4,85,78,22.4,2,1,2016
2339,2/2/2016,12.3,77,18.1,2.8,82,66,18.1,2,2,2016
2340,2/3/2016,8.5,50,18.1,-4.3,78,28,18.1,2,3,2016
2341,2/4/2016,20.5,40,30.9,10,54,28,30.9,2,4,2016
2342,2/5/2016,23.5,35,29.1,16.7,46,26,29.1,2,5,2016
2343,2/6/2016,34.3,32,43.8,25,43,21,43.8,2,6,2016
2344,2/7/2016,34.6,31,38.6,30.7,41,21,38.6,2,7,2016
2345,2/8/2016,40.2,33,47.6,34.7,40,23,47.6,2,8,2016
2346,2/9/2016,43.7,22,53.8,36.2,31,14,53.8,2,9,2016
2347,2/10/2016,46.6,16,56,40.6,24,7,56,2,10,2016
2348,2/11/2016,46.7,24,56.3,38.3,37,17,56.3,2,11,2016
2349,2/12/2016,48.5,31,57.6,40.6,42,23,57.6,2,12,2016
2350,2/13/2016,43.4,21,55.3,19.4,32,12,55.3,2,13,2016
2351,2/14/2016,36.5,37,41.9,31.4,60,20,41.9,2,14,2016
2352,2/15/2016,38.5,50,44.3,32.4,63,40,44.3,2,15,2016
2353,2/16/2016,42,36,49.8,37.2,59,22,49.8,2,16,2016
2354,2/17/2016,49.4,17,60.7,38.3,31,8,60.7,2,17,2016
2355,2/18/2016,46.9,34,55.3,30.3,77,14,55.3,2,18,2016
2356,2/19/2016,39.9,25,50.2,29,42,10,50.2,2,19,2016
2357,2/20/2016,43.2,29,51.1,36.9,45,19,51.1,2,20,2016
2358,2/21/2016,30.6,52,40.9,19.2,73,35,40.9,2,21,2016
2359,2/22/2016,29.1,60,40.2,18.6,87,27,40.2,2,22,2016
2360,2/23/2016,23.6,64,34.3,11.2,87,30,34.3,2,23,2016
2361,2/24/2016,30.5,27,42.8,11.1,68,14,42.8,2,24,2016
2362,2/25/2016,29.4,47,42.9,10,75,28,42.9,2,25,2016
2363,2/26/2016,44.8,25,57.6,35.5,41,11,57.6,2,26,2016
2364,2/27/2016,46.7,22,56.3,36.9,51,15,56.3,2,27,2016
2365,2/28/2016,42.2,25,53.6,31.5,44,11,53.6,2,28,2016
2366,2/29/2016,38.1,36,45.9,27.9,73,22,45.9,2,29,2016
2367,3/1/2016,36.4,30,47,24.5,51,22,47,3,1,2016
2368,3/2/2016,39.9,38,46.8,32.9,86,19,46.8,3,2,2016
2369,3/3/2016,42.5,20,56.1,31.2,35,9,56.1,3,3,2016
2370,3/4/2016,41.3,35,56.4,23.9,69,17,56.4,3,4,2016
2371,3/5/2016,38.6,42,58.6,19.4,80,12,58.6,3,5,2016
2372,3/6/2016,46.1,37,53.3,41.3,61,19,53.3,3,6,2016
2373,3/7/2016,36.7,50,42.5,31.2,77,35,42.5,3,7,2016
2374,3/8/2016,30.3,65,38.8,20.8,83,43,38.8,3,8,2016
2375,3/9/2016,31.8,55,43.2,18.4,83,27,43.2,3,9,2016
2376,3/10/2016,42.7,35,56.2,30.2,54,21,56.2,3,10,2016
2377,3/11/2016,44.5,33,63.8,24.8,63,8,63.8,3,11,2016
2378,3/12/2016,42.3,43,62,26.3,69,16,62,3,12,2016
2379,3/13/2016,43.3,36,52.6,34.9,53,24,52.6,3,13,2016
2380,3/14/2016,37.6,59,43.7,28.1,88,40,43.7,3,14,2016
2381,3/15/2016,26,44,31.8,20.5,67,22,31.8,3,15,2016
2382,3/16/2016,27,39,32.8,19.7,56,27,32.8,3,16,2016
2383,3/17/2016,24.2,77,28.5,20.3,87,39,28.5,3,17,2016
2384,3/18/2016,16.5,80,22.7,9.3,86,72,22.7,3,18,2016
2385,3/19/2016,16.2,70,27.9,6.7,81,54,27.9,3,19,2016
2386,3/20/2016,26.8,46,51.8,-2.2,78,13,51.8,3,20,2016
2387,3/21/2016,49.5,24,60.2,37,43,12,60.2,3,21,2016
2388,3/22/2016,49.4,24,55.8,36.3,73,13,55.8,3,22,2016
2389,3/23/2016,27.9,80,36.1,23.3,91,52,36.1,3,23,2016
2390,3/24/2016,32.2,48,39.8,25.4,70,34,39.8,3,24,2016
2391,3/25/2016,29.9,51,37.2,20.3,84,29,37.2,3,25,2016
2392,3/26/2016,20.3,65,30.9,9,80,46,30.9,3,26,2016
2393,3/27/2016,30.8,41,44.1,11.1,81,26,44.1,3,27,2016
2394,3/28/2016,39,40,52.7,27.2,64,18,52.7,3,28,2016
2395,3/29/2016,35.4,71,50.1,26.3,92,39,50.1,3,29,2016
2396,3/30/2016,30.3,53,37.3,26.7,79,38,37.3,3,30,2016
2397,3/31/2016,29.6,45,36.9,19.9,76,23,36.9,3,31,2016
2398,4/1/2016,31.1,41,47.1,16.7,64,20,47.1,4,1,2016
2399,4/2/2016,42.6,34,54.4,27.6,60,19,54.4,4,2,2016
2400,4/3/2016,46.4,33,59.9,35.8,56,17,59.9,4,3,2016
2401,4/4/2016,48.6,38,61.6,32.2,72,19,61.6,4,4,2016
2402,4/5/2016,39.8,45,47.7,32.9,84,26,47.7,4,5,2016
2403,4/6/2016,46.3,25,58.5,33.4,36,16,58.5,4,6,2016
2404,4/7/2016,47.1,38,56.2,34.9,70,19,56.2,4,7,2016
2405,4/8/2016,41.2,53,57.4,23.2,86,18,57.4,4,8,2016
2406,4/9/2016,48.1,45,60.7,26.7,80,25,60.7,4,9,2016
2407,4/10/2016,45.3,54,52.3,35.2,87,32,52.3,4,10,2016
2408,4/11/2016,39.1,78,51.7,31,91,54,51.7,4,11,2016
2409,4/12/2016,41.5,67,59.8,26.4,92,28,59.8,4,12,2016
